ID,Pixels,ZDiscs,Centroid,PC1,PC2,PC3,Azi_[RAD],Ele_[RAD],Sph_[RAD]
753,38754,14,"[1001.0428084842855, 60.56303865407442, 86.43512927697786]",[0.09093352 0.29330245 0.95168523],[ 0.69306864  0.66759817 -0.2719716 ],[ 0.71511325 -0.68431452  0.14257167],2.3341899506143307,-0.19678910458645826,0.7740102175656673
755,6864,2,"[1002.7116841491842, 1328.0492424242425, 295.2909382284382]",[ 0.74151249  0.66081921 -0.11609132],[ 0.38696974 -0.27987369  0.8785927 ],[-0.54810003  0.6964113   0.46324687],2.474807377592037,-0.7016930688386293,0.9907053545761542
762,3526,1,"[1014.2958026091889, 1033.812535450936, 297.04339194554734]",[ 0.68960364  0.72417965 -0.00326337],[ 0.66346371 -0.62996749  0.40367917],[-0.29028043  0.28054375  0.91489479],2.339138923340992,-1.2635600828606552,1.2762764587791027
769,26316,9,"[1041.375018999848, 910.8999468004256, 156.18859249126007]",[0.62121956 0.5990556  0.50519169],[-0.28926812 -0.42384551  0.85830003],[ 0.72829267 -0.67932862 -0.09001343],2.3214235465530617,-0.12297150617676408,0.7549691696674379
772,138214,50,"[1140.2501627910342, 1117.6966515693055, 143.84966067113317]",[ 0.64526721  0.75993235 -0.0783138 ],[ 0.19879921 -0.06804971  0.97767485],[ 0.73763752 -0.64643024 -0.1949842 ],2.2903916476386907,-0.25842525695291463,0.7412316443175518
774,251767,91,"[1130.4016491438513, 746.6860390758121, 53.46391703440086]",[-0.53410672 -0.48736902  0.69079769],[0.46235653 0.51569127 0.72131057],[ 0.70778277 -0.70465165  0.05009593],2.3539776721987167,-0.07066083730744512,0.7844417163127566
776,56410,20,"[1063.2277787626308, 196.1311292324056, 82.71281687644034]",[0.04373072 0.25391023 0.9662387 ],[ 0.64833735  0.72862889 -0.22081354],[ 0.76009625 -0.63610497  0.13275602],2.267620679157737,-0.17291270247043794,0.707335104620865
777,4405,1,"[1035.08876276958, 208.51645856980704, 223.6245175936436]",[0.74770829 0.66370933 0.02054835],[-0.01938448 -0.00911497  0.99977055],[-0.66374434  0.74793505 -0.00605032],2.415762620340642,-0.009115187018065934,0.8449825364875396
778,37369,13,"[1077.8503572479863, 833.2546763360004, 204.63453664802375]",[ 0.61805571  0.77990471 -0.09877136],[ 0.21503829 -0.04687258  0.97548014],[ 0.75615189 -0.62414069 -0.19667924],2.260844494780586,-0.2544668449717893,0.7133837630284796
787,12128,4,"[1081.9952176781003, 294.9516820580475, 180.75321569920845]",[0.78405009 0.56924894 0.24742897],[-0.09166037 -0.28807392  0.95321131],[-0.61389236  0.77004484  0.17368681],2.46855134447868,-0.27572097151731245,0.9098142822794694
789,60037,21,"[1135.172660192881, 1063.6881756250311, 95.50605459966354]",[0.69115923 0.72094784 0.05033026],[-0.05025001 -0.02153309  0.99850451],[ 0.72095344 -0.6926547   0.02134484],2.3361783669876997,-0.029597761735516898,0.7656191459977402
790,18015,6,"[1067.1854565639744, 627.040632805995, 224.0467388287538]",[0.42447149 0.87229523 0.24274467],[-0.09622218 -0.22311956  0.97003039],[ 0.90031397 -0.43510767 -0.01077374],2.020982232621884,-0.011966078215024954,0.4503059826025911
795,6076,2,"[1063.7837393021725, 876.4249506254115, 180.58492429229756]",[ 0.68348686  0.66183254 -0.30793409],[0.27177664 0.16079869 0.94883151],[-0.67748297  0.73220316  0.06996684],2.394992298481234,-0.1029098465054857,0.8264611335357781
796,13397,4,"[1072.9325968500411, 999.8936329028887, 77.29110994998881]",[0.64521991 0.68344354 0.34146186],[-0.299085   -0.18531569  0.9360589 ],[-0.70302164  0.70608996 -0.08483834],2.3583719702843173,-0.12009597414031772,0.7911588633246233
800,12325,4,"[1072.109046653144, 1050.7040162271805, 117.50872210953347]",[0.50056186 0.7055395  0.50164912],[-0.4175806  -0.31081991  0.85382518],[ 0.75832992 -0.63687126  0.13903502],2.269358822307261,-0.1813298064647884,0.7100490237882393
805,74698,27,"[1114.846957080511, 300.47444376020775, 244.25521432970092]",[-0.32551318 -0.4404103   0.8367078 ],[0.63096299 0.55788545 0.53911923],[ 0.70422076 -0.70342206 -0.09628353],2.3556270885607797,-0.13588099899850312,0.789471326416075
810,43697,15,"[1119.1847724100053, 635.0335492139048, 174.44922992425109]",[0.53722845 0.24773415 0.80623408],[ 0.55108568  0.62053766 -0.55788671],[-0.6385062   0.74401667  0.19684774],2.432364178089548,-0.29904865168931727,0.8782405934089474
812,101543,37,"[1179.3603596505914, 399.310272495396, 171.80571777473583]",[0.68239909 0.51076546 0.5229246 ],[-0.35580954 -0.3928112   0.84799701],[-0.63853822  0.76473395  0.08631878],2.4458828465377462,-0.13436732052752812,0.8781989891078976
814,49073,17,"[1115.8038228761234, 349.44050699977583, 114.53630305870846]",[0.19226535 0.1460182  0.97041884],[ 0.76048111  0.60283067 -0.24137868],[-0.62024392  0.78439395  0.00485937],2.472529697036361,-0.007834451777846321,0.9017427062075093
817,24238,8,"[1112.976441950656, 965.7119811865665, 179.3799405891575]",[0.67608971 0.73579772 0.03878689],[ 0.09393428 -0.13828403  0.98592793],[ 0.73080713 -0.66293231 -0.16260904],2.307533141551719,-0.21893944510902788,0.7512926636161834
823,12122,4,"[1103.424269922455, 587.6638343507672, 202.4320244184128]",[0.57048359 0.08840635 0.81653707],[ 0.60966999  0.62057442 -0.49314288],[-0.55031898  0.77914806  0.30012882],2.5266452620397395,-0.4992834635032123,0.988050100378123
825,50993,18,"[1142.2181083678151, 62.1177612613496, 154.5259153217108]",[0.54368232 0.37928794 0.748699  ],[-0.57907296 -0.4762001   0.66174616],[-0.60752287  0.79333103  0.03926618],2.488063964634857,-0.06454348227042853,0.9178580902662833
826,35067,12,"[1147.149399720535, 322.94901189152193, 203.269484130379]",[ 0.79679601  0.5993672  -0.07664907],[ 0.11474599 -0.02554617  0.99306634],[-0.5932533   0.80006647  0.08913007],2.503550536823816,-0.14912414743026342,0.9357021856306311
831,9608,3,"[1106.5338259783514, 1163.309429641965, 282.48574104912575]",[0.5842271  0.77519386 0.2403189 ],[ 0.13376172 -0.38403012  0.91358014],[ 0.80049141 -0.5015928  -0.32805207],2.1305497555263035,-0.38893743004678005,0.6426816383938879
835,41819,15,"[1123.4250938568593, 331.68526267964324, 68.66665869580812]",[0.04981398 0.3865795  0.9209098 ],[ 0.55691686  0.75464956 -0.34691161],[ 0.82907309 -0.53015124  0.17770054],2.139719628123693,-0.21114179674336442,0.593348435731401
838,31981,11,"[1149.4681216972579, 32.919108220505926, 51.74594290359901]",[0.2656058  0.32709864 0.90689583],[ 0.73039471  0.54572233 -0.41074409],[-0.62926714  0.77148792 -0.0939641 ],2.45737926639414,-0.14822785421155207,0.8901864424011915
839,203765,74,"[1260.3076485166737, 916.4652221922313, 141.79054793512134]",[0.65814744 0.70987969 0.25082418],[-0.08697745 -0.25922933  0.96189141],[ 0.74784816 -0.65488242 -0.10886759],2.2900164349800267,-0.14455900386131684,0.7259815571842383
843,24497,8,"[1158.4437686247295, 1162.7844634036821, 292.278646364861]",[0.70853757 0.69181559 0.13916072],[ 0.34842206 -0.51445552  0.78354169],[ 0.61365836 -0.50668206 -0.60555488],2.2609975770609587,-0.778751776105465,0.9101106848843518
844,217557,79,"[1232.6143309569445, 1144.7123006844183, 228.00721190308747]",[0.58828941 0.78769559 0.18289676],[ 0.12209231 -0.31010242  0.94283082],[ 0.79938041 -0.5323271  -0.27860154],2.1582850298432987,-0.33535738046577807,0.6445330470858417
850,39767,14,"[1165.4387054593005, 871.0071918927754, 271.48152991173583]",[0.51815802 0.67869156 0.52047098],[-0.21119802 -0.48815845  0.84681564],[ 0.82879893 -0.54870675 -0.1096049 ],2.1555963189434806,-0.13148251796156699,0.5938385774225775
854,33252,12,"[1171.825724768435, 732.3916456153013, 162.12952604354626]",[0.57249063 0.43492318 0.6950513 ],[-0.45582589 -0.53580821  0.71072662],[-0.68152567  0.72370671  0.10849593],2.386202606364355,-0.1578709099654635,0.8209508789808664
856,121065,44,"[1242.4036013711643, 543.3528600338661, 280.5798785776236]",[ 0.59827446  0.73992039 -0.30754753],[0.39983603 0.05694891 0.91481581],[ 0.69440537 -0.67027952 -0.26177575],2.3385176379968353,-0.3605039345534816,0.8032031090454539
857,17114,6,"[1160.5927895290406, 14.779478789295315, 204.48556737174243]",[0.23323273 0.00797321 0.97238826],[ 0.76645251  0.61390394 -0.18887167],[-0.5984589   0.78934047  0.13707141],2.4928794918418644,-0.22515703375921012,0.9292202097968889
858,390230,142,"[1294.8246111267713, 605.498421443764, 80.59347564256977]",[0.26991524 0.31275414 0.91067591],[ 0.67322482  0.6148877  -0.41070847],[-0.68841419  0.7239461  -0.04458628],2.3813470083178965,-0.06467632333695368,0.8114959106235902
861,17181,6,"[1171.882661079099, 978.5785460683313, 251.18264361795005]",[0.67409107 0.72287855 0.1518151 ],[ 0.13304661 -0.32099564  0.93768886],[ 0.72656715 -0.6118892  -0.31255684],2.270723966042114,-0.4062524914954693,0.757483837037724
866,93330,34,"[1260.7037822779384, 885.1530697524912, 93.06587378120648]",[ 0.69152175  0.64840819 -0.31837789],[0.2743561  0.17196397 0.94612743],[-0.66822631  0.74161662  0.05897792],2.408203210826318,-0.08803228012047794,0.8389742296256182
869,9759,3,"[1196.6536530382211, 882.9526590839225, 295.62639614714624]",[ 0.67976308  0.73169631 -0.0504248 ],[ 0.34263705 -0.25602508  0.90390874],[ 0.64847668 -0.6317212  -0.42474266],2.3431070406784755,-0.5798718140825527,0.8652147208731679
871,4223,1,"[1172.379587970637, 28.9609282500592, 226.23064172389297]",[ 0.74222571  0.64825342 -0.16990736],[0.13952025 0.0985039  0.98530761],[-0.65546556  0.75502615  0.01733235],2.4266633436289706,-0.026436651860938996,0.8559974178494956
875,42484,15,"[1192.236206571886, 31.116420299406837, 97.49305620939649]",[0.02198721 0.09392912 0.99533607],[ 0.6817498   0.72678779 -0.08364643],[ 0.73125493 -0.68040932  0.04805612],2.3201918467852636,-0.06562297049973918,0.7506363937458161
877,14578,5,"[1187.2678007957195, 12.016531760186583, 247.26416518040884]",[ 0.16198487 -0.00969966  0.98674557],[ 0.76953595  0.6271965  -0.12016227],[-0.61771783  0.77880066  0.10906058],2.471032990003091,-0.17475313192549832,0.9049589860268958
880,49803,18,"[1231.9040017669618, 109.28811517378472, 43.708752484790075]",[0.61023092 0.44334065 0.65655715],[-0.47563458 -0.45773972  0.75116317],[-0.63355345  0.77066427  0.06845878],2.453528082318684,-0.10763762909459264,0.8846588920511732
882,30998,11,"[1214.6267501129105, 676.6564939673527, 219.211981418156]",[0.64341518 0.73874935 0.20066467],[-0.24220379 -0.05221022  0.9688196 ],[ 0.7261916  -0.67195498  0.14533505],2.317422131218345,-0.19752363291049851,0.7580302645912346
887,3427,1,"[1184.7540122556172, 808.6273708783192, 78.12985118179165]",[0.54573881 0.81945887 0.17508944],[-0.38450738  0.05924013  0.92121913],[ 0.74452887 -0.57006821  0.34741762],2.224255093756464,-0.4365949709983172,0.7309674848103924
889,11945,4,"[1213.286730849728, 108.45927166178318, 186.77521975722058]",[0.7461822  0.59703997 0.2945427 ],[-0.10155003 -0.33517609  0.93666674],[-0.65795115  0.72883486  0.189473  ],2.407263706671532,-0.28038782940626544,0.8527015017793189
890,10321,3,"[1193.2634434647805, 423.79362464877437, 232.93178955527566]",[0.10686258 0.22792568 0.96779661],[ 0.63213063  0.73574825 -0.24307487],[ 0.76745766 -0.63774948  0.06545485],2.26414993423871,-0.0850819966993865,0.695930234511649
892,8830,3,"[1203.973952434881, 961.2610419026048, 266.261268403171]",[0.60575335 0.17960436 0.77511622],[ 0.40892336  0.76540482 -0.49692772],[ 0.68252807 -0.61797876 -0.39020211],2.306601217850501,-0.5193516010635922,0.8195802122991097
895,6701,2,"[1202.5960304432174, 700.982539919415, 190.3675570810327]",[ 0.59460677  0.57649273 -0.56044529],[0.38071838 0.41207372 0.82779754],[ 0.70816404 -0.70558584  0.02554045],2.3543708340342224,-0.03605010410876708,0.7839018560006418
901,8862,3,"[1214.4644549763034, 491.1837057097721, 238.3496953283683]",[ 0.55393919  0.63413315 -0.53946873],[0.28986957 0.46052583 0.83898248],[ 0.78046589 -0.62112085  0.0712874 ],2.242991511707758,-0.0910867947668923,0.6753856737270408
903,40225,14,"[1253.5181354878807, 172.65710379117465, 127.77011808576756]",[0.79925591 0.60083011 0.01389871],[ 0.00661485 -0.03191966  0.99946855],[-0.60095444  0.7987392   0.02948638],2.496570852102738,-0.049026593016117045,0.9261016327182472
906,79507,28,"[1271.0582087111827, 142.90951740098356, 249.16617404756815]",[ 0.45246775  0.69993445 -0.55259813],[0.42359153 0.37660607 0.82385562],[ 0.78475674 -0.60684399 -0.1260842 ],2.229036735296513,-0.15930516221403807,0.6684927693918477
909,110119,40,"[1331.4816789109964, 229.35882999300756, 178.4946830247278]",[0.71111019 0.53746393 0.45327125],[-0.25175615 -0.40729442  0.87791235],[-0.65646107  0.73840624  0.15432136],2.414874688986743,-0.23088847906058602,0.8546784964265691
916,12048,4,"[1234.2788014608234, 418.8960823373174, 215.32038512616202]",[0.41085602 0.2847452  0.86609324],[ 0.60334783  0.62727255 -0.49244344],[-0.68349742  0.72487883  0.08591831],2.3855683892516852,-0.12504802734430998,0.8182530729244634
918,5290,1,"[1229.0321361058602, 112.84196597353497, 229.88941398865785]",[0.66671224 0.74370253 0.04900343],[ 0.04100394 -0.10224921  0.99391336],[ 0.74418645 -0.66064487 -0.09866553],2.2967971001179395,-0.1318129939682735,0.7314802538397155
919,36374,13,"[1244.5714521361413, 147.36680046186837, 79.81522516082916]",[0.15024469 0.41668958 0.89654689],[ 0.48135712  0.76126356 -0.43448028],[ 0.86355188 -0.49683759  0.08620069],2.0928875212256752,-0.09949150632063666,0.5285248234411057
921,9324,3,"[1240.0658515658515, 171.11958386958386, 108.64682539682539]",[ 0.58025361  0.71453766 -0.39082182],[0.20809476 0.33386591 0.91936398],[ 0.78740226 -0.61479224  0.04503535],2.2337107819252155,-0.05713260610800075,0.6642128446642351
925,35730,13,"[1288.1679820878812, 143.78004478029666, 208.40139938427092]",[ 0.72824351  0.67273984 -0.13069999],[ 0.20687884 -0.03398467  0.97777614],[-0.65334717  0.7390982   0.16392476],2.4176998605224695,-0.24582547354433662,0.8587989915969408
927,23592,8,"[1260.2591556459818, 802.6069006442862, 186.09032722956934]",[-0.41316044 -0.4974551   0.76278233],[0.60909272 0.47172856 0.63755645],[-0.67698192  0.72801826  0.1080967 ],2.392503322974207,-0.1583378020512626,0.8271421267231486
932,32353,11,"[1291.0848143912465, 539.9342255741353, 167.6232497759095]",[0.59631677 0.41387515 0.68783258],[-0.49677337 -0.48280838  0.72118811],[-0.63057318  0.77175347  0.08230458],2.4565321653064216,-0.1297897094087513,0.8885048312008027
938,332892,121,"[1410.9989876596615, 418.17063191665767, 92.54182137149586]",[0.54644394 0.51446009 0.66085538],[-0.46375991 -0.47118296  0.75027553],[-0.69737061  0.71646175  0.01888911],2.3696967801936744,-0.027079557633308562,0.7990740996638447
945,18971,6,"[1290.9720099098624, 1012.6751884455222, 275.2358336408202]",[0.69227445 0.46427379 0.55245446],[-0.1131122  -0.68628559  0.71848293],[ 0.71271433 -0.55987672 -0.42258295],2.2366674291675417,-0.5351977427358424,0.7774361159482546
956,272426,99,"[1448.8418726553266, 1028.1228590516323, 241.1629690264512]",[0.50185301 0.43689474 0.74650287],[ 0.30967925  0.71508702 -0.62669715],[ 0.8076152  -0.54568631 -0.22357134],2.1650103361156043,-0.27006585522390075,0.6306995053606044
963,34275,12,"[1339.1455288110867, 514.8951714077316, 230.29105762217358]",[0.71730857 0.62850173 0.3007557 ],[-0.16920856 -0.26159407  0.95022997],[-0.6758971   0.73249854  0.08129579],2.396361471017404,-0.11970332540122385,0.8286150703528739
966,7727,2,"[1315.1303222466674, 506.0178594538631, 198.25016177041542]",[-0.47123751 -0.57105945  0.67218027],[0.64433843 0.29752935 0.70448866],[-0.60229826  0.76509306  0.22774856],2.4746917468308283,-0.36151415187148683,0.9244192838399052
967,173791,63,"[1420.234528830607, 767.2563021100057, 149.30141376711106]",[0.73646241 0.67207652 0.07704725],[ 0.04182817 -0.15891747  0.98640541],[-0.67518407  0.72322776  0.14514847],2.3905368781834166,-0.21175336445102227,0.8295821177525307
968,106986,38,"[1405.623146953807, 371.2619034266166, 279.99767259267566]",[ 0.57917443  0.71431905 -0.3928171 ],[0.43164628 0.14005293 0.89110418],[ 0.69154788 -0.6856628  -0.22721809],2.3519213299770274,-0.317452485279704,0.8071665727986728
981,8462,3,"[1377.039825100449, 727.9933821791539, 295.7235878043016]",[ 0.67943158  0.72792439 -0.09218899],[ 0.32792142 -0.18884737  0.92563719],[-0.65638424  0.65913789  0.36701087],2.3582876821904795,-0.5098336031579531,0.8547803424123201
982,19841,7,"[1355.3252356232044, 1035.5766342422257, 290.6376694723048]",[ 0.34323551  0.82217969 -0.45410345],[0.59348763 0.18487803 0.78332149],[ 0.72798477 -0.53836853 -0.42449677],2.2075646260856723,-0.5279094120652362,0.7554183822366066
985,18466,6,"[1362.4566229827792, 835.848911513051, 254.99046896999891]",[0.7628671  0.5827885  0.27998455],[-0.02141713 -0.41002503  0.91182278],[-0.6462005   0.70159607  0.30031295],2.3972722044889583,-0.43504097859250135,0.8682010347916281
987,17324,6,"[1364.96652043408, 741.3633110136227, 279.39552066497345]",[0.55505455 0.82171486 0.12922516],[ 0.08376677 -0.20978112  0.97415348],[ 0.82758539 -0.52988355 -0.18527236],2.140305706654466,-0.22023957929046234,0.5960038931059027
988,24003,8,"[1367.1663958671832, 601.6209223847019, 187.50235387243262]",[ 0.02360311 -0.14149756  0.98965718],[0.780126   0.62166272 0.07027722],[-0.62517703  0.77039854  0.1250591 ],2.4598798314930272,-0.19743200923907672,0.8954379978021365
